Crash ID,State,Date,Day,Month,Year,Dayweek,Time,Hour,Min,Crash Type,BusInvolvement,"RigidTruck 
Involvement","Articulated Truck 
Involvement ",SpeedLimit,RoadUser,Gender,Age
1.2016E+12,NSW,21-Apr-16,21,April,2016,Thursday,5:20,5,20,Single vehicle,No,Yes,No,60,Driver,Male,27
3.2016E+12,QLD,21-Apr-16,21,April,2016,Thursday,14:00,14,0,Single vehicle,No,No,No,60,Driver,Male,52
6.2016E+12,TAS,21-Apr-16,21,April,2016,Thursday,16:30,16,30,Multiple vehicle,No,No,No,90,Driver,Male,71
6.2016E+12,TAS,21-Apr-16,21,April,2016,Thursday,15:14,15,14,Multiple vehicle,No,Yes,Yes,100,Driver,Female,36
6.2016E+12,TAS,21-Apr-16,21,April,2016,Thursday,15:14,15,14,Multiple vehicle,No,Yes,Yes,100,Passenger,Female,60
4.2016E+12,SA,22-Apr-16,22,April,2016,Friday,19:50,19,50,Single vehicle,No,No,No,50,Driver,Female,39
1.2016E+12,NSW,23-Apr-16,23,April,2016,Saturday,7:30,7,30,Single vehicle,No,No,No,110,Driver,Male,21
1.2016E+12,NSW,23-Apr-16,23,April,2016,Saturday,7:30,7,30,Single vehicle,No,No,No,110,Passenger,Male,17
1.2016E+12,NSW,23-Apr-16,23,April,2016,Saturday,7:30,7,30,Single vehicle,No,No,No,110,Passenger,Male,23
1.2016E+12,NSW,23-Apr-16,23,April,2016,Saturday,0:40,0,40,Pedestrian,No,No,No,50,Pedestrian,Female,43
1.2016E+12,NSW,23-Apr-16,23,April,2016,Saturday,1:53,1,53,Single vehicle,No,No,No,80,Driver,Female,17
2.2016E+12,VIC,23-Apr-16,23,April,2016,Saturday,14:32,14,32,Single vehicle,No,No,No,-9,Passenger,Female,4
1.2016E+12,NSW,24-Apr-16,24,April,2016,Sunday,4:35,4,35,Single vehicle,No,No,No,60,Driver,Male,47
1.2016E+12,NSW,24-Apr-16,24,April,2016,Sunday,11:25,11,25,Single vehicle,No,No,No,100,Driver,Male,77
2.2016E+12,VIC,24-Apr-16,24,April,2016,Sunday,13:32,13,32,Multiple vehicle,No,No,No,-9,Motorcycle rider,Male,21
3.2016E+12,QLD,24-Apr-16,24,April,2016,Sunday,5:00,5,0,Single vehicle,No,No,No,70,Driver,Male,-9
1.2016E+12,NSW,25-Apr-16,25,April,2016,Monday,19:45,19,45,Single vehicle,No,No,No,100,Driver,Male,53
3.2016E+12,QLD,25-Apr-16,25,April,2016,Monday,8:00,8,0,Single vehicle,No,No,No,70,Motorcycle rider,Male,42
6.2016E+12,TAS,25-Apr-16,25,April,2016,Monday,1:10,1,10,Single vehicle,No,No,No,80,Driver,Male,46
1.2016E+12,NSW,26-Apr-16,26,April,2016,Tuesday,14:53,14,53,Pedestrian,No,No,No,40,Pedestrian,Male,81
1.2016E+12,NSW,26-Apr-16,26,April,2016,Tuesday,17:19,17,19,Pedestrian,No,No,No,50,Pedestrian,Male,2
1.2016E+12,NSW,26-Apr-16,26,April,2016,Tuesday,21:20,21,20,Multiple vehicle,No,No,No,40,Bicyclist (includes pillion passengers),Male,79
1.2016E+12,NSW,26-Apr-16,26,April,2016,Tuesday,16:55,16,55,Pedestrian,No,No,No,60,Pedestrian,Female,15
2.2016E+12,VIC,26-Apr-16,26,April,2016,Tuesday,6:50,6,50,Multiple vehicle,No,No,No,-9,Driver,Male,53
5.2016E+12,WA,27-Apr-16,27,April,2016,Wednesday,18:00,18,0,Multiple vehicle,No,No,No,90,Pedestrian,Female,23
1.2016E+12,NSW,28-Apr-16,28,April,2016,Thursday,16:05,16,5,Multiple vehicle,Yes,No,No,60,Driver,Male,33
1.2016E+12,NSW,28-Apr-16,28,April,2016,Thursday,0:20,0,20,Single vehicle,No,No,No,100,Driver,Male,23
1.2016E+12,NSW,28-Apr-16,28,April,2016,Thursday,21:30,21,30,Multiple vehicle,No,No,No,70,Driver,Female,51
6.2016E+12,TAS,28-Apr-16,28,April,2016,Thursday,7:28,7,28,Single vehicle,No,No,No,100,Motorcycle rider,Male,17
1.2016E+12,NSW,29-Apr-16,29,April,2016,Friday,22:00,22,0,Single vehicle,No,No,No,100,Driver,Male,44
2.2016E+12,VIC,29-Apr-16,29,April,2016,Friday,6:55,6,55,Multiple vehicle,No,No,No,-9,Driver,Male,61
2.2016E+12,VIC,29-Apr-16,29,April,2016,Friday,16:30,16,30,Multiple vehicle,No,No,No,100,Driver,Female,35
6.2016E+12,TAS,29-Apr-16,29,April,2016,Friday,21:05,21,5,Multiple vehicle,No,No,No,80,Driver,Male,29
1.2016E+12,NSW,30-Apr-16,30,April,2016,Saturday,2:30,2,30,Single vehicle,No,No,No,100,Driver,Male,22
2.2016E+12,VIC,30-Apr-16,30,April,2016,Saturday,0:51,0,51,Multiple vehicle,No,No,No,-9,Driver,Female,33
7.2016E+12,NT,30-Apr-16,30,April,2016,Saturday,2:30,2,30,Single vehicle,No,No,No,60,Motorcycle rider,Male,43
